product_id,product_naam,prijs,kilo_prijs,omschrijving,inhoud,ingredienten,kenmerken,allergie_bevat,allergie_kan_bevatten,leverancier,adres_leverancier,product_url
569852,Wavies Roasted beef/bbq,1.99,"17,30",Maissnack met barbecuesmaak,115 gram,"[""maïs, koolzaadolie, barbecue smaak [TARWEBLOEM, gehydroliseerd plantaardig eitwit (SOJA), weipermeaat (van MELK), aroma, panneermeel van TARWE, suiker, smaakversterkers (mononatrium glutamaat, dinatrium-5'-ribonucleotide), uienpoeder, knoflookpoeder, kleurstof (ammonia karamel), zwarte peper, kaneelpoeder], zout.""]",[],"['Melk', 'Glutenbevattende granen', 'Soja', 'Tarwe']",,Lays,,https://www.plus.nl/product/lays-wavies-roasted-beef-bbq-zak-115-gram-569852
380425,Tablet melk hazelnoot Fairtrade,1.79,"8,95",Melkchocolade met hele hazelnoten,200 gram,"['Suiker, 25% HAZELNOTEN*, cacaoboter, volle MELKPOEDER, cacaomassa, MELKVET, emulgator: SOJALECITHINE, natuurlijk vanillearoma.', 'ten minste 37% cacaobestanddelen.']","['Fairtrade', 'Rainforest Alliance']","['Melk', 'Noten', 'Soja', 'Lactose', 'hazelnoten']",,PLUS,"Antwoordnummer 4200, 3500 VD Utrecht",https://www.plus.nl/product/plus-tablet-melk-hazelnoot-fairtrade-reep-200-gram-380425
392310,Chocoladereep bubbly alpenmelk,1.49,"14,90",Luchtige melkchocolade (van Alpenmelk),100 gram,"['Suiker, cacaoboter, cacaomassa, magere']",[],"['Melk', 'Noten', 'Soja', 'hazelnoten']",,Milka,"Verlengde Poolseweg 34, 4818 CL Breda",https://www.plus.nl/product/milka-chocoladereep-bubbly-alpenmelk-reep-100-gram-392310
271180,Finest selection melk,3.69,"14,76",Gevulde en niet-gevulde chocoladespecialiteiten.,250 gram,"[""suiker, cacaoboter, VOLLEMELKPOEDER, HAZELNOTEN, cacaomassa, plantaardige vetten (palm, shea), MELKSUIKER, KARNEMELKPOEDER, BOTERVET, AMANDELEN, dextrose, WEIPOEDER, MAGEREMELKPOEDER, emulgator: lecithine (SOJA), magere cacao, aroma's, zout."", 'ten minste 32% cacaobestanddelen. Melkchocolade; melkchocolade: ten minste 32% cacaobestanddelen. Melkchocolade met amandel- en hazelnootstukjes; melkchocolade: ten minste 32% cacaobestanddelen. Melkchocolade met pralinécrèmevulling; melkchocolade: ten minste 32% cacaobestanddelen.']",[],"['Melk', 'Noten', 'Soja', 'amandelen', 'hazelnoten']",,Merci,"Antwoordnummer 1519, NL-3860 VE Hoevelaken,Tegen warmte beschermen!",https://www.plus.nl/product/merci-finest-selection-melk-doos-250-gram-271180
775648,Chocoladereep Puur Fairtrade,1.79,"9,94",Pure chocolade,180 gram,"['suiker, cacaomassa, cacaoboter, emulgator: lecithine, natuurlijk vanillearoma.', 'ten minste 54% cacaobestanddelen']",['Fairtrade'],[],,PLUS,"Antwoordnummer 4200, 3500 VD Utrecht",https://www.plus.nl/product/plus-chocoladereep-puur-fairtrade-reep-180-gram-775648
195148,Mmmax chocoladereep hazelnoot,3.39,"12,56",Melkchocolade (van Alpenmelk) met hele hazelnoten.,270 gram,"['Suiker,']",[],"['Melk', 'Noten', 'Soja', 'hazelnoten']",,Milka,"Verlengde Poolseweg 34, 4818 CL Breda",https://www.plus.nl/product/milka-mmmax-chocoladereep-hazelnoot-tablt-270-gram-195148
641999,Romige melk,1.89,"17,03",MELKCHOCOLADE,111 gram,"['Suiker, cacaoboter, volle MELKpoeder, cacaomassa, weipoeder (MELK), MELKvet, emulgator (SOJAlecithinen)']",['Fairtrade'],"['Melk', 'Soja']",,Verkade,"Antwoordnummer 1310, 1500WC Zaandam",https://www.plus.nl/product/verkade-romige-melk-reep-111-gram-641999
694701,Chocoladereep Puur 85% Fairtrade,1.49,"14,90",Extra pure chocolade,100 gram,"['cacaomassa*, suiker*, cacaoboter*, magere cacaopoeder*, aroma.']",['Fairtrade'],[],,PLUS,"Antwoordnummer 4200, 3500 VD Utrecht",https://www.plus.nl/product/plus-chocoladereep-puur-85-fairtrade-tablt-100-gram-694701
934279,Tablet chocolade praliné melk,1.95,"9,75",Melkchocolade met 40% hazelnoot-amandel-cashewnootvulling,200 gram,"['Suiker, cacaoboter, plantaardige vetten (kokos, palm, zonnebloem, shea, koolzaad in wisselende verhoudingen), cacaomassa, magere MELKPOEDER, volle MELKPOEDER, 3% HAZELNOTEN*, 3% AMANDELEN, watervrij MELKVET, lactose (MELK), weipoeder (MELK), 1,2% CASHEWNOTEN, magere cacaopoeder, emulgator: SOJALECITHINE, aroma.', 'ten minste 30% cacaobestanddelen.']","['Fairtrade', 'Rainforest Alliance']","['Melk', 'Noten', 'Soja', 'Lactose', 'amandelen', 'cashewnoten', 'hazelnoten']",,PLUS,"Antwoordnummer 4200, 3500 VD Utrecht",https://www.plus.nl/product/plus-tablet-chocolade-pralin-melk-tablt-200-gram-934279
594011,Crispy,4.29,"12,62",Gepofte rijst (16%) in melkchocolade (55%) in een gekleurd suikerlaagje.,340 gram,"['suiker, cacaomassa, rijstemeel (9.3%), magere MELKPOEDER, cacaoboter, palmpitvet, LACTOSE, palmvet, zetmeel, botervet (van MELK), glucosestroop, GERSTEMOUTEXTRACT, sheavet, stabilisator (Arabische gom), zout, emulgator (SOJALECITHINE), dextrine, dextrose, glansmiddel (carnaubawas), kleurstoffen*, aroma, palmpitolie. (Kan bevatten: AMANDEL, HAZELNOOT, PINDA). * E100, E120, E133, E160a, E160e, E170.']",[],"['Melk', 'Glutenbevattende granen', 'Soja', 'Gerst en gerstproducten (gluten bevattend graan)', 'Lactose']",,M&M'S,"Postbus 81, 5460 AB Veghel",https://www.plus.nl/product/m-m-s-crispy-zak-340-gram-594011
325711,Chocoladetablet Puur hazelnoot,1.25,"12,50",Pure chocolade met hele hazelnoten (25 %). Chocolade-deel bevat: ten minste 50 % cacaobestanddelen.,100 gram,"['suiker, cacaomassa, HAZELNOTEN, cacaoboter, BOTERvet, emulgator: lecithinen (SOJA).  Kan sporen van aardnoten, andere noten, gluten bevattende granen, andere melkproducten en eieren bevatten.']",[],"['Melk', 'Noten', 'Soja']",,Ritter Sport,,https://www.plus.nl/product/ritter-sport-chocoladetablet-puur-hazelnoot-pak-100-gram-325711
169028,Single reep Melk,1.19,"29,02","Krokante wafel omhuld met melkchocolade (68,2%). De melkchocolade bevat naast cacaoboter ook andere plantaardige vetten.",41 gram,"['suiker, TARWEmeel, magere MELKpoeder, plantaardige vetten (palm, karité), cacaoboter¹, cacaomassa¹, WEIpoeder, watervrij MELKvet, magere cacao¹, emulgator (lecithinen), rijsmiddel (natriumcarbonaten). ¹Rainforest Alliance certified. Find out more at ra.org.']",[],"['Melk', 'Glutenbevattende granen', 'Lactose', 'Tarwe']",,KITKAT,"Postbus 134, 1180 AC Amstelveen",https://www.plus.nl/product/kitkat-single-reep-melk-reep-41-gram-169028
304543,Chocoladereep Lindt Orange puur,2.69,"26,90",donkere chocolade met sinaasappel en amandelen,100 gram,"[""suiker, cacaomassa, sinaasappelbereiding 7% (sinaasappel pasta 34%, suiker, appel, ananas, zuurteregelaar [citroenzuur], verdikkingsmiddel [natriumalginaat], stabilisator [calciumfosfaat], aroma), AMANDELEN 7%, cacaoboter, watervrij MELKvet, emulgator (SOJAlecithine), aroma's. Kan MELK, HAZELNOTEN en andere NOTEN bevatten. Donkere chocolade bevat: Cacaobestanddelen: 48% min.""]",[],"['Melk', 'Noten', 'Soja', 'amandelen']",,Lindt,"Postbus 261, NL-1000 AG Rotterdam",https://www.plus.nl/product/lindt-chocoladereep-lindt-orange-puur-tablt-100-gram-304543
431479,Chocoladereep witte chocola,1.29,"12,90",Witte chocolade.,100 gram,"['Suiker, cacaoboter, magere']",[],"['Melk', 'Soja']",,Milka,"Verlengde Poolseweg 34, 4818 CL Breda",https://www.plus.nl/product/milka-chocoladereep-witte-chocola-tablt-100-gram-431479
325707,Chocoladetablet hele hazelnoot,1.25,"12,50",Melkchocolade met hele hazelnoten (25 %). Melkchocolade-deel bevat: ten minste 30 % cacaobestanddelen.,100 gram,"['suiker, HAZELNOTEN, cacaoboter, cacaomassa, volle MELKpoeder, LACTOSE, magere MELKpoeder, BOTERvet, emulgator: lecithinen (SOJA).  Kan sporen van aardnoten, andere noten, gluten bevattende granen en eieren bevatten.']",[],"['Melk', 'Noten', 'Soja', 'Lactose']",,Ritter Sport,D-71111 Waldenbuch Deutschland/Germany/Allemagne,https://www.plus.nl/product/ritter-sport-chocoladetablet-hele-hazelnoot-pak-100-gram-325707
377362,Tablet melk rozijn hazelnoot Fairtrade,1.79,"8,95",Melkchocolade met hele hazelnoten en rozijnen,200 gram,"['Suiker, 19% HAZELNOTEN*, cacaoboter, 14% rozijnen, volle MELKPOEDER, cacaomassa, MELKVET, emulgator: SOJALECITHINE, natuurlijk vanillearoma.', 'ten minste 37% cacaobestanddelen.']","['Fairtrade', 'Rainforest Alliance']","['Melk', 'Noten', 'Soja', 'Lactose', 'hazelnoten']",,PLUS,"Antwoordnummer 4200, 3500 VD Utrecht",https://www.plus.nl/product/plus-tablet-melk-rozijn-hazelnoot-fairtrade-reep-200-gram-377362
429943,Chocoladereep Puur 72% Fairtrade,1.49,"14,90",Pure chocolade met 72% cacaobestanddelen,100 gram,"['Cacaomassa, suiker, cacaoboter, cacaopoeder, emulgator: zonnebloemlecithine, natuurlijk vanille-extract.Pure chocolade: ten minste 72% cacaobestanddelen Dit product kan sporen van NOTEN, EI en MELK bevatten.']",['Fairtrade'],['Ei'],,PLUS,,https://www.plus.nl/product/plus-chocoladereep-puur-72-fairtrade-reep-100-gram-429943
992157,Mmmax chocoladereep choco-swing,3.79,"12,63","Gevulde melkchocolade (van Alpenmelk) met cacaocrèmevulling (28 %), melkcrèmevulling (18 %) en biscuit (13 %).",300 gram,"['Suiker, palmolie,']",[],"['Melk', 'Noten', 'Glutenbevattende granen', 'Soja', 'hazelnoten', 'Tarwe']",,Milka,,https://www.plus.nl/product/milka-mmmax-chocoladereep-choco-swing-tablt-300-gram-992157
441202,Zwitserse chocolade nougat en honing,1.15,"11,50",Zwitserse melkchocolade met honing- en amandelnougat (10%).,100 gram,"['Suiker, volle']",[],"['Melk', 'Ei', 'Noten', 'Soja', 'amandelen']",,Toblerone,Postbus 409 4900 AK Oosterhout,https://www.plus.nl/product/toblerone-zwitserse-chocolade-nougat-en-honing-stuk-100-gram-441202
675024,L'Original chocoladereep melk,2.99,"14,95",Melkchocolade,200 gram,"['Suiker, cacaomassa, magere', 'ten minste 33%.KAN NOTEN BEVATTEN']",[],"['Melk', 'Soja']",,Côte d'Or,Postbus 409 4900 AK Oosterhout,https://www.plus.nl/product/c-te-d-or-l-original-chocoladereep-melk-reep-200-gram-675024
934281,Tablet chocolade praliné wit,1.99,"9,95",Witte chocolade met 40% hazelnoot-amandelvulling,200 gram,"['Suiker, cacaoboter, volle MELKPOEDER, plantaardige vetten (kokos, palm, zonnebloem, shea, koolzaad in wisselende verhoudingen), 4% HAZELNOTEN*, weipoeder (MELK), 3% AMANDELEN, roompoeder (MELK), lactose (MELK), magere cacaopoeder, emulgator: SOJALECITHINE, natuurlijk vanillearoma.', 'ten minste 28% cacaobestanddelen.']","['Fairtrade', 'Rainforest Alliance']","['Melk', 'Noten', 'Soja', 'Lactose', 'amandelen', 'hazelnoten']",,PLUS,"Antwoordnummer 4200, 3500 VD Utrecht",https://www.plus.nl/product/plus-tablet-chocolade-pralin-wit-tablt-200-gram-934281
169034,Peanut Butter,1.29,"30,71",Melkchocolade (52%) met pindakaasvulling (48%),42 gram,"[""suiker*, PINDA'S, dextrose, cacaoboter, cacaomassa, MAGEREMELKPOEDER, MELKVET, LACTOSE, zout, emulgatoren (SOJALECITHINE*, E476), antioxidant (E319], zuurteregelaar (E330). * Dit product bevat genetisch gemodificeerde suikerbieten en sojabonen""]",[],"['Melk', ""Aardnoten (pinda's)"", 'Soja', 'Lactose']",,Reese's,"Postbus 222, 4940 AE  RAAMSDONKSVEER",https://www.plus.nl/product/reese-s-peanut-butter-pak-42-gram-169034
381320,Creamy peanut butter 4-pack,2.99,"20,48",Melkchocolade (35%) met pindakaasvulling (32%) en karamelkern (24%) met geroosterde pinda's (8.1%).,146 gram,"[""PINDA'S, suiker, glucosestroop, MAGEREMELKPOEDER, cacaoboter, invertsuiker, LACTOSE, cacaomassa, dextrose, zonnebloemolie, botervet (van MELK), weipermeaat (van MELK), palmvet, bevochtigingsmiddelen (glycerol, sorbitol), palmpitvet, gehydrogeneerd SOJAVET, zout, emulgator (SOJALECITHINE), antioxidant (E306), vanille-extract, zetmeel. (Kan bevatten: HAZELNOOT, EI).""]",[],"['Melk', ""Aardnoten (pinda's)"", 'Soja', 'Lactose']",,Snickers,"Postbus 81, 5460 AB Veghel",https://www.plus.nl/product/snickers-creamy-peanut-butter-4-pack-pak-146-gram-381320
440855,Tablet puur Fairtrade,1.69,"8,45",Pure chocolade,200 gram,"['Suiker, cacaomassa, cacaoboter, emulgator: SOJALECITHINE, natuurlijk vanillearoma.', 'ten minste 50% cacaobestanddelen.']",['Fairtrade'],['Soja'],,PLUS,,https://www.plus.nl/product/plus-tablet-puur-fairtrade-reep-200-gram-440855
201432,Nutreagous,1.29,"27,45",Suikerwerk,47 gram,"[""cacaofantasie (40%) [suiker*, cacaoboter, cacaomassa, plantaardige olie (palm, shea, zonnebloem, palmpit en/of saffloer), magere MELKPOEDER, lactose (MELK), MELKVET, weipoeder (MELK), emulgatoren (SOJALECITHINE*, E476), aroma (vaniline)],  PINDA'S (26%); PINDAKAAS (17%) [PINDA, suiker*, dextrose, zout, glucosestroop*, antioxidant (E319)], karamel (17%) [fructose-glucosestroop*, maltose-glucosestroop*, sorbitol, suiker*, palmpitolie, weipoeder (MELK), wei-eiwitconcentraat (MELK), calcium caseïnaat (MELK), zout, zuurteregelaar (E331), vanilline, emulgator (E471)].""]",[],"['Melk', ""Aardnoten (pinda's)"", 'Soja', 'Lactose']",,Reese's,,https://www.plus.nl/product/reese-s-nutreagous-pak-47-gram-201432
147384,Chocoladereep Puur Fairtrade,3.39,"18,83",Belgische Fairtrade pure chocolade. Ten minste 70% cacao bestanddelen. Geproduceerd in België.,180 gram,"['cacaomassa, suiker, cacaoboter, emulgator (SOJAlecithine). Kan sporen bevatten van gluten, ei, pinda, melk en noten.']",['Fairtrade'],['Soja'],,Tony's Chocolonely,"Polonceaukade 20,1014 DA Amsterdam",https://www.plus.nl/product/tony-s-chocolonely-chocoladereep-puur-fairtrade-reep-180-gram-147384
819807,Chocoladereep Lindt Puur 85%,2.69,"26,90",extra fijne pure chocolade,100 gram,['minstens 85%.'],[],['Melk'],,Lindt,,https://www.plus.nl/product/lindt-chocoladereep-lindt-puur-85-reep-100-gram-819807
756392,Chocoladereep choco-biscuit,1.49,"14,90",Gevulde melkchocolade (van Alpenmelk) met melkcrèmevulling (37 %) en biscuit (18 %).,100 gram,"['Suiker, palmolie,']",[],"['Melk', 'Glutenbevattende granen', 'Soja', 'Tarwe']",,Milka,"Verlengde Poolseweg 34, 4818 CL Breda",https://www.plus.nl/product/milka-chocoladereep-choco-biscuit-tablt-100-gram-756392
648165,Melkchocolade met speculoosvulling,3.39,"18,83",Melkchocolade met 50% Lotus Biscoff Speculooscrème,180 gram,"['Speculoos 31% (TARWEbloem, suiker, plantaardige oliën (palm*, raap), kandijstroop, rijsmiddel (natriumwaterstofcarbonaat), SOJAbloem, zout, kaneel), suiker, palmolie*, cacaoboter**, volle MELKpoeder, cacaomassa**, emulgator (lecithinen (SOJA)), natuurlijk vanille aroma, voedingszuur (citroenzuur). *Palmolie van duurzame en gecertificeerde plantages. **Rainforest Alliance Certified. Kan sporen bevatten van: NOTEN.']",[],"['Melk', 'Glutenbevattende granen', 'Soja', 'Tarwe']",,Lotus,,https://www.plus.nl/product/lotus-melkchocolade-met-speculoosvulling-reep-180-gram-648165
642003,Zacht wit,1.99,"17,93",WITTE CHOCOLADE,111 gram,"['Suiker, volle MELKpoeder, cacaoboter, weipoeder (MELK), emulgator (SOJAlecithinen), natuurlijk vanillearoma']",['Fairtrade'],"['Melk', 'Soja']",,Verkade,"Antwoordnummer 1310, 1500WC Zaandam",https://www.plus.nl/product/verkade-zacht-wit-reep-111-gram-642003
147386,Chocolade Melk Karamel Zeezout,3.29,"18,28",Belgische Fairtrade melkchocolade met karamelstukjes en zeezout. Ten minste 32% cacaobestanddelen. Geproduceerd in België.,180 gram,"['Suiker, volle MELKpoeder, cacaoboter, cacaomassa, stukjes karamel 10% (suiker, glucosestroop, ROOM, BOTER), zeezout 0,5%, emulgator: SOJAlecithine. KAN PINDA BEVATTEN EN SPOREN VAN EI, GLUTEN EN NOTEN']",['Fairtrade'],"['Melk', 'Soja']",,Tony's Chocolonely,,https://www.plus.nl/product/tony-s-chocolonely-chocolade-melk-karamel-zeezout-reep-180-gram-147386
642001,Intens puur,1.95,"17,57",PURE CHOCOLADE,111 gram,"['Suiker, cacaomassa, cacaoboter, emulgator (SOJAlecithinen)']",['Fairtrade'],['Soja'],,Verkade,"Antwoordnummer 1310, 1500WC Zaandam",https://www.plus.nl/product/verkade-intens-puur-reep-111-gram-642001
330421,Chocoladereep Melk Fairtrade,3.39,"18,83",Belgische Fairtrade melkchocolade reep. Ten minste 32% cacaobestanddelen. Geproduceerd in België.,180 gram,"['Suiker, volle MELKpoeder, cacaoboter, cacaomassa, emulgator: SOJAlecithine. KAN PINDA BEVATTEN EN SPOREN VAN EI, GLUTEN EN NOTEN.']",['Fairtrade'],"['Melk', 'Soja']",,Tony's Chocolonely,,https://www.plus.nl/product/tony-s-chocolonely-chocoladereep-melk-fairtrade-reep-180-gram-330421
392308,Chocoladereep confetti,1.39,"13,90",Melkchocolade (van Alpenmelk) met cacaodragees in een gekleurd suikerlaagje (20 %).,100 gram,"['suiker, cacaoboter, cacaomassa, magere']",[],"['Melk', 'Noten', 'Soja', 'hazelnoten']",,Milka,"Verlengde Poolseweg 34, 4818 CL Breda",https://www.plus.nl/product/milka-chocoladereep-confetti-reep-100-gram-392308
221176,BonBonBloc chocoladereep praliné melk,3.59,"17,95","Melkchocolade met hazelnoot-, amandel- en cashewnootpralinévulling (48%).",200 gram,"['Suiker, praliné 26 % (suiker,']",[],"['Melk', 'Noten', 'Soja']",,Côte d'Or,Postbus 409 4900 AK Oosterhout,https://www.plus.nl/product/c-te-d-or-bonbonbloc-chocoladereep-pralin-melk-reep-200-gram-221176
617744,Marsepein,1.29,"12,90",Met marsepein (44 %) gevulde pure chocolade.,100 gram,"['suiker, cacaomassa, AMANDELEN (16 %), cacaoboter, invertsuikerstroop, emulgator: lecithinen (SOJA), bevochtigingsmiddel: invertase.  Kan sporen van aardnoten, noten, gluten bevattende granen, melk en eieren bevatten.']",[],"['Noten', 'Soja']",,Ritter Sport,D-71111 Waldenbuch Deutschland/Germany/Allemagne,https://www.plus.nl/product/ritter-sport-marsepein-reep-100-gram-617744
775642,Chocoladereep Melk Fairtrade,1.79,"9,94",Melkchocolade,180 gram,"['Suiker, cacaoboter, volle MELKPOEDER, cacaomassa, botervet (MELK), emulgator: lecithine, natuurlijk vanillearoma.', 'ten minste 36% cacaobestanddelen']",['Fairtrade'],"['Melk', 'Lactose']",,PLUS,,https://www.plus.nl/product/plus-chocoladereep-melk-fairtrade-reep-180-gram-775642
357024,Mmmax chocoladereep cheesecake,3.99,"13,30","Alpenmelk Chocolade gevuld met een vulling (35 %) met cheesecake-smaak, een aardbeipreparaat (11 %) en biscuit (13 %).",300 gram,"['Suiker, palmolie,']",[],"['Melk', 'Glutenbevattende granen', 'Soja', 'Lactose', 'hazelnoten']",,Milka,Postbus 409 4900 AK Oosterhout,https://www.plus.nl/product/milka-mmmax-chocoladereep-cheesecake-krimp-300-gram-357024
788514,Chocolade Milka Way Original,2.19,,Melkchocolade (39%) met luchtige vulling (61%).,6 stuks,"['suiker, glucosesiroop, MAGEREMELKPOEDER, cacaoboter, cacaomassa, zonnebloemolie, botervet (van MELK), palmvet, LACTOSE en eiwit van wei (van MELK), weipoeder (van MELK), GERSTEMOUTEXTRACT, emulgator (SOJALECITHINE), zout, KIPPENEI-EIWITPOEDER, MELKEIWIT, natuurlijk vanille-extract. (Kan bevatten: PINDA, HAZELNOOT).']",[],"['Melk', 'Ei', 'Glutenbevattende granen', 'Soja', 'Gerst en gerstproducten (gluten bevattend graan)', 'Lactose']",,Milky Way,"Postbus 81, 5460 AB Veghel",https://www.plus.nl/product/milky-way-chocolade-milka-way-original-pak-6-stuks-788514
325714,Chocoladetablet Wit hele hazelnoot,1.25,"12,50",Witte chocolade met hele hazelnoten (25 %) en gepofte rijst (3 %).,100 gram,"['suiker, HAZELNOTEN, cacaoboter, volle MELKpoeder, LACTOSE, rijst (2,5 %), BOTERvet, emulgator: lecithinen (SOJA), zout, moutextract (GERST).  Kan sporen van aardnoten, andere noten en eieren bevatten.']",[],"['Melk', 'Noten', 'Glutenbevattende granen', 'Soja', 'Lactose']",,Ritter Sport,D-71111 Waldenbuch Deutschland/Germany/Allemagne,https://www.plus.nl/product/ritter-sport-chocoladetablet-wit-hele-hazelnoot-pak-100-gram-325714
775640,Chocoladereep Melk Hazelnoot Fairtrade,1.79,"9,94",Melkchocolade met hazelnoten,180 gram,"['Suiker, 25% HAZELNOOT*, cacaoboter, volle MELKPOEDER, cacaomassa, botervet (MELK), emulgator: lecithine, natuurlijk vanillearoma.', 'ten minste 36% cacaobestanddelen.']","['Fairtrade', 'Rainforest Alliance']","['Melk', 'Noten', 'Lactose', 'hazelnoten']",,PLUS,"Antwoordnummer 4200, 3500 VD Utrecht",https://www.plus.nl/product/plus-chocoladereep-melk-hazelnoot-fairtrade-reep-180-gram-775640
642013,75% cacao extra puur,1.75,"15,77",PURE CHOCOLADE,111 gram,"['Cacaomassa, suiker, cacaoboter, emulgator (SOJAlecithinen), koffie']",['Fairtrade'],['Soja'],,Verkade,"Antwoordnummer 1310, 1500WC Zaandam",https://www.plus.nl/product/verkade-75-cacao-extra-puur-reep-111-gram-642013
516955,Chocoladereep LU,1.59,"18,28",Melkchocolade (van Alpenmelk) met biscuits (26%).,87 gram,"['suiker,', 'EI.']",[],"['Melk', 'Glutenbevattende granen', 'overige glutenhoudende granen en glutenhoudende graanprod.', 'Soja', 'Tarwe']",,Milka,"Verlengde Poolseweg 34, 4818 CL Breda",https://www.plus.nl/product/milka-chocoladereep-lu-reep-87-gram-516955
377360,Tablet wit ricecrisp Fairtrade,1.79,"8,95",Witte chocolade met rijstcrisp,200 gram,"['Suiker, cacaoboter, volle MELKPOEDER, 8% rijstcrisp (rijstmeel, suiker, zout), lactose (MELK), MELKVET, emulgator: SOJALECITHINE, natuurlijk vanillearoma.', 'ten minste 28% cacaobestanddelen.']",['Fairtrade'],"['Melk', 'Soja', 'Lactose']",,PLUS,"Antwoordnummer 4200, 3500 VD Utrecht",https://www.plus.nl/product/plus-tablet-wit-ricecrisp-fairtrade-reep-200-gram-377360
