product_id,product_naam,prijs,kilo_prijs,omschrijving,inhoud,ingredienten,kenmerken,allergie_bevat,allergie_kan_bevatten,leverancier,adres_leverancier,product_url
510503,Chocolade geschenkdoos,6.99,17.48 ,Gevulde en niet-gevulde chocoladespecialiteiten,400 gram,"['suiker, cacaoboter, cacaomassa, VOLLEMELKPOEDER, plantaardige vetten (palm, shea), HAZELNOTEN (3,8%), ROOMPOEDER, AMANDELEN (2,8%), MAGEREMELKPOEDER, MELKSUIKER, KARNEMELKPOEDER, BOTERVET, magere cacao, dextrose, emulgator: lecithinen (SOJA), fructose, koffie, glucosestroop, invertsuikerstroop, aroma¿s, zout. ALLE SOORTEN KUNNEN OOK BESTANDDELEN VAN HAZELNOOT, AMANDEL, AARDNOOT/PINDA, ANDERE NOTEN EN EI BEVATTEN.']",[],"['Melk', 'Noten', 'Soja', 'Lactose', 'amandelen', 'hazelnoten']",,August Storck,"Antwoordnummer 1519, NL-3860 VE Hoevelaken",https://www.plus.nl/product/merci-chocolade-geschenkdoos-doos-400-gram-510503
427406,Nutbar,2.59,,"Reep met wafel en melkcrème (14,4%), hazelnootcrème (14%), gehakte hazelnoten (13,4%) en zachte caramel (22,2%) omhuld met volle melkchocolade (29,5%).",5 stuks,"[""sorbitolstroop, KARNEMELKPOEDER, MELKSUIKER, BOTERVET, ROOM, gecondenseerde WEI, BOTER, WEIPOEDER, emulgator: lecithinen (SOJA), zout, TARWEZETMEEL, magere cacao, ROOMPOEDER, rietsuikerstroop, natuurlijke aroma's, rijsmiddel: natriumwaterstofcarbonaat, stabilisator: carrageen, gemalen AARDNOTEN/PINDA'S, natuulijk vanille-aroma.""]",[],"['Melk', 'Noten', ""Aardnoten (pinda's)"", 'Glutenbevattende granen', 'Soja', 'hazelnoten', 'Tarwe']",,August Storck,"Antwoordnummer 1519, NL-3860 VE Hoevelaken",https://www.plus.nl/product/knoppers-nutbar-krimp-5-stuks-427406
917639,Chocolade Belgische luxe roompralines,2.62,7.49 ,Chocoladebonbons,350 gram,"['suiker, plantaardig vet (palm, kokos, zonnebloem, cacaoboter, cacaomassa, volle MELKpoeder, watervrij MELKvet, marsepein 4,7% (suiker, AMANDELEN 1,6%, dextrose, stabilisatoren: glycerol, sorbitol), weipoeder (MELK), gecondenseerde MELK, karamel 1,1% (glucosestroop, suiker, plantaardig vet (palm), gecondenseerde MELK, emulgator: SOJAlecithine, aroma, zout), glucose-fructosestroop, HAZELNOTEN 0,8%, rozijnen 0,8%, dextrose, SOJAbloem, glucosestroop, emulgatoren: SOJAlecithine, E471, magere cacaopoeder, alcohol, aroma, kokos 0,2%, magere MELKpoeder, cacaonibs 0,05%, voedingszuur: citroenzuur, AMANDELEN 0,02%, zout, kleurstof: E160a. Pure chocolade: ten minste 47% cacaobestanddelen. Melkchocolade: ten minste 32% cacaobestanddelen. Witte chocolade: ten minste 24% cacaobestanddelen. Kan sporen bevatten van andere noten, ei en gluten.']",[],"['Melk', 'Noten', 'Soja', 'amandelen', 'hazelnoten']",,Belchic,"Kolvestraat 70,8000 Brugge,,Belgium",https://www.plus.nl/product/belchic-chocolade-belgische-luxe-roompralines-doos-350-gram-917639
424943,Chocoladereep puur 70% cacao Fairtrade,1.69,16.90 ,Biologische pure chocoladereep met 70% cacaobestanddelen,100 gram,"['cacaomassa*, suiker*, cacaoboter*, cacaopoeder*.', 'tenminste 70% cacaobestanddelen']","['Fairtrade', 'Europa Bio']","['Ei', 'Soja']",,Bio+,"Antwoordnummer 3500, 4140 VH Beesd",https://www.plus.nl/product/bio-chocoladereep-puur-70-cacao-fairtrade-krimp-100-gram-424943
291357,Chocoladereep Puur 85% Fairtrade,1.69,16.90 ,Biologische pure chocoladereep met 85% cacaobestanddelen,100 gram,"['cacaomassa*, cacaoboter*, cacaopoeder*, suiker*.', 'tenminste 85% cacaobestanddelen']","['Fairtrade', 'Europa Bio']","['Ei', 'Soja']",,Bio+,"Antwoordnummer 3500, 4140 VH Beesd",https://www.plus.nl/product/bio-chocoladereep-puur-85-fairtrade-reep-100-gram-291357
959056,Dino & Friends choco eggs,2.59,,Verrassingsei van melkchocolade met speelgoedje (ten minste 34% cacaobestanddelen).,3 stuks,"['Suiker, cacaoboter, VOLLE MELKPOEDER, cacaomassa, WEIPOEDER (MELK), MAGERE MELKPOEDER, emulgator: SOJALECITHINE, aroma']",[],"['Melk', 'Soja']",,Bip,"P.O. Box 104,4870 AC Etten-Leur,The Netherlands",https://www.plus.nl/product/bip-dino-friends-choco-eggs-set-3-stuks-959056
995374,Chocolade Chocosweet Belgian pralines,1.99,7.96 ,Chocoladebonbons,250 gram,"[""suiker, cacaomassa, volle MELKpoeder, cacaoboter, plantaardig vet (palm, kokos, zonnebloem, shea, koolzaad in wisselende verhoudingen), karamel (glucosestroop, plantaardig vet (palm), suiker, volle MELKpoeder, emulgator: SOJAlecithine, aroma's), dextrose, gecondenseerde MELK, MELKvet, fructose, HAZELNOTEN, alcohol, magere cacaopoeder, emulgator: SOJAlecithine, magere MELKpoeder, aroma's, aardbei, koffie-extract, glucose-fructosestroop, geconcentreerd rode bietensap, gemodificeerd zetmeel."", 'ten minste 53% cacaobestanddelen.', 'ten minste 34% cacaobestanddelen.', 'ten minste 24% cacaobestanddelen. Kan gluten, ei en andere noten bevatten.']",[],"['Melk', 'Noten', 'Soja', 'hazelnoten']",,ChocoSweet,"Ondernemingenstraat 5,8630 Veurne, Belgium",https://www.plus.nl/product/chocosweet-chocolade-chocosweet-belgian-pralines-doos-250-gram-995374
482963,Soft nougat caramel,2.09,9.95 ,ZACHTE NOUGAT MET KARAMEL,210 gram,"[""glucosestroop, suiker, karamel (25%, bestaat uit: suiker, glucosestroop, plantaardige vetten (palm, kokos), magere MELKPOEDER, zout, emulgator (SOJALECITHINE), natuurlijke aroma's, vanille-extract), palmvet, magere MELKPOEDER, MELKEIWITTEN, gehydrolyseerde MELKEIWITTEN, zout, honing. Kan EI, PINDA'S en NOTEN bevatten.""]",[],"['Melk', 'Soja']",,Cloetta,"Postbus 72,,NL-4900 AB Oosterhout",https://www.plus.nl/product/lonka-soft-nougat-caramel-tray-210-gram-482963
482955,Sinassnippers,1.89,7.75 ,Gechocolateerde pectinegommen met sinaasappelsmaak.,244 gram,"['suiker, glucosestroop, chocolade 16% (suiker, cacaomassa¹, cacaoboter¹, emulgator (SOJALECITHINE)), water, concentraat van (appel, sinaasappel 0,04%), geleermiddel (pektine), voedingszuur (citroenzuur), natuurlijk aroma. Kan MELK bevatten.']",['Rainforest Alliance'],['Soja'],,Cloetta,"Postbus 72,,NL-4900 AB Oosterhout",https://www.plus.nl/product/lonka-sinassnippers-pak-244-gram-482955
482965,Soft nougat pinda vrucht,1.75,7.95 ,Zachte nougat met pinda¿s en vruchten,220 gram,"['suiker, glucosestroop, PINDA¿S (15%), gekonfijte vruchten (7%, bestaat uit: meloen, suiker, glucose-fructosestroop, kersen concentraat, zuurteregelaar (citroenzuur)), palmvet, magere MELKPOEDER, MELKKEIWITTEN, gehydrolyseerde MELKEIWITTEN, zout, natuurlijk aroma, honing. Kan noten bevatten.']",[],"['Melk', ""Aardnoten (pinda's)""]",,Cloetta,"Postbus 72, NL-4900 AB Oosterhout",https://www.plus.nl/product/lonka-soft-nougat-pinda-vrucht-tray-220-gram-482965
291183,Gechocolateerde hazelnoten,1.55,7.75 ,Hazelnoten in melkchocolade omhuld met een suikerlaagje,200 gram,"['suiker, HAZELNOTEN 20%, cacaoboter, cacaomassa, magere MELKpoeder, roompoeder (MELK), watervrij MELKvet, weipoeder (MELK), maltodextrine, emulgator: SOJAlecithine, glansmiddel: arabische gom, glucosestroop, natuurlijk vanillearoma. Melkchocolade: ten minste 30% cacaobestanddelen. Kan gluten en noten bevatten.']",[],"['Melk', 'Noten', 'Soja', 'hazelnoten']",,Confina,,https://www.plus.nl/product/confina-gechocolateerde-hazelnoten-doos-200-gram-291183
681034,Peanut butter cups mini's,2.37,26.33 ,Melkchocolade (68%) met pindakaasvulling(32%).,90 gram,"['suiker*, PINDA¿S, cacaoboter, cacaomassa,\xa0MAGEREMELKPOEDER, dextrose, MELKVET, plantaardige olie (palm, shea, zonnebloem, palmpit en/of saffloer), LACTOSE (MELK), geharde plantaardige olie (palmpit, palm), zout, emulgatoren (SOJALECITHINE*, E476), antioxidant (E319), zuurteregelaar (E330). * Dit product bevat genetisch gemodificeerde suikerbieten en sojabonen.']",[],"['Melk', ""Aardnoten (pinda's)"", 'Soja', 'Lactose']",,Copar,"Postbus 222,4940 AE RAAMSDONKSVEER",https://www.plus.nl/product/reese-s-peanut-butter-cups-mini-s-zak-90-gram-681034
290372,Peanut butter cups 4-pack,3.95,23.24 ,Melkchocolade (52%) met pindakaasvulling (48%).,170 gram,"[""suiker*,\xa0PINDA'S,\xa0dextrose, cacaoboter, cacaomassa, MAGERMELKPOEDER, MELKVET, LACTOSE, zout, emulgatoren (SOJALECITHINE*, E476], antioxidant (E319), zuurteregelaar (E330). *Dit product bevat genetisch gemodificeerde suikerbieten en sojabonen.""]",[],"['Melk', ""Aardnoten (pinda's)"", 'Soja', 'Lactose']",,Copar,"Postbus 222,4940 AE RAAMSDONKSVEER",https://www.plus.nl/product/reese-s-peanut-butter-cups-4-pack-krimp-170-gram-290372
201432,nutreagous,1.29,27.45,Suikerwerk,47 gram,"['cacaofantasie (40%) [suiker*, cacaoboter, cacaomassa, plantaardige olie (palm, shea, zonnebloem, palmpit en/of saffloer), magere MELKPOEDER, lactose (MELK), MELKVET, weipoeder (MELK), emulgatoren (SOJALECITHINE*, E476), aroma (vaniline)], PINDA�S (26%); PINDAKAAS (17%) [PINDA, suiker*, dextrose, zout, glucosestroop*, antioxidant (E319)], karamel (17%) [fructose-glucosestroop*, maltose-glucosestroop*, sorbitol, suiker*, palmpitolie, weipoeder (MELK), wei-eiwitconcentraat (MELK), calcium case�naat (MELK), zout, zuurteregelaar (E331), vanilline, emulgator (E471)].']",,"['Melk', 'Aardnoten (pinda's)', 'Soja', 'Lactose']",,Copar,"Postbus 222, 4940 AE RAAMSDONKSVEER",https://www.plus.nl/product/reese-s-nutreagous-pak-47-gram-201432
275552,Royal Mints,2.39,11.95 ,Chocolade met pepermuntcrèmevulling (49%),200 gram,"['suiker, cacaomassa1, glucosestroop, cacaoboter1, invertsuikerstroop, bevochtigingsmiddel: invertase, emulgator: SOJAlecithine, aroma: pepermuntolie, zout, voedingszuur: citroenzuur, geleermiddel E406. Kan sporen van MELK, GLUTEN, PINDA en NOTEN bevatten. 1Rainforest Alliance Certified.']",['Rainforest Alliance'],['Soja'],,Cupido royal mints,,https://www.plus.nl/product/cupido-royal-mints-doos-200-gram-275552
457203,Chocolade Droste Pastilles puur,2.19,12.88 ,Chocolade puur,170 gram,"['suiker, cacaomassa, cacaoboter, emulgator (SOJAecithine), aroma (vanille). Ten minste 52% cacaobestanddelen in de pure chocolade. Dit product kan sporen van hazelnoten en melk bevatten.']",[],['Soja'],,Droste,"P.O. BOX 5, 8170 AA VAASSEN, THE NETHERLANDS",https://www.plus.nl/product/droste-chocolade-droste-pastilles-puur-doos-170-gram-457203
457201,Chocolade Droste Pastilles melk,2.19,12.88 ,melkchocolade,170 gram,"['suiker, cacaoboter, volle MELKpoeder, cacaomassa, MELKvet, emulgator (SOJAecithine), aroma (vanille). Ten minste 35% cacaobestanddelen in de melkchocolade. Dit product kan sporen van hazelnoten bevatten.']",[],"['Melk', 'Soja']",,Droste,"P.O. BOX 5, 8170 AA VAASSEN, THE NETHERLANDS",https://www.plus.nl/product/droste-chocolade-droste-pastilles-melk-doos-170-gram-457201
656663,Handwerkpralines,2.29,38.17 ,"Chocoladebonbons van melk, pure en witte chocolade met diverse vullingen.",60 gram,"[""suiker, cacaoboter, volle MELKPOEDER, cacaomassa, glucosestroop, 5% HAZELNOTEN, gecondenseerde volle MELK, 2% mango, plantaardige vetten (kokos, palm), weipoeder (MELK), water, plantaardige oliën (palm, palmpit, zonnebloem), LACTOSE, karnemelkcrème [KARNEMELK, plantaardige oliën (palmpit, palm), suiker, dextrose, emulgatoren (E433, E435, E471, E472b), aroma, stabilisator (E407), kleurstof (carotenen)], 0,6% bosvruchten, ROOMBOTER, magere MELKPOEDER, 0,5% chilipoeder, emulgatoren (SOJALECITHINE, E471), kleurstoffen (paprika-extract, E100, E120, E132, E161b, E162, E172), natuurlijke aroma's, ROOM, verdikkingsmiddelen (pectine, E414, E1442), aroma, mager cacaopoeder, 0,1% YOGHURTPOEDER, zuurteregelaar (citroenzuur), aardbei-concentraat, MELKVET, geleermiddel (E331), dextrose, voedingszuur (E334), zout, conserveermiddel (E202), maltodextrine, vanille-extract, spirulina-extract. Gemaakt in een bedrijf waar ook andere noten, pinda's, gluten bevattende granen en ei worden verwerkt.""]",['Fairtrade'],"['Melk', 'Noten', 'Soja', 'Lactose', 'hazelnoten']",,Elvee,"Avelingen-West 3C,4202 MS Gorinchem,Nederland",https://www.plus.nl/product/elvee-handwerkpralines-zak-60-gram-656663
656681,Kersenbonbons,2.56,34.13 ,Pure chocolade met fondantvulling en hele kers op alcohol.,75 gram,"['fondantsuiker, cacaomassa, suiker, 5,70% kersen, cacaoboter, 1,5% alcohol, BOTERCONCENTRAAT, emulgator (SOJALECITHINE), natuurlijk vanille-aroma. Gemaakt in een bedrijf waar ook gluten bevattende granen, ei, sesam en noten worden verwerkt.']",['Fairtrade'],"['Melk', 'Soja']",,Elvee,"Avelingen-West 3C,4202 MS Gorinchem,Nederland",https://www.plus.nl/product/elvee-kersenbonbons-zak-75-gram-656681
656384,Meringues,2.99,33.22 ,"Meringueschuim met aardbei- en kersensmaak, witte coating en decoratie.",90 gram,"[""suiker, yoghurt coating [suiker, plantaardige oliën (palmpit, palm), weipoeder (MELK), verrijkt TARWEBLOEM, yoghurtpoeder (MELK), emulgator (SOJALECITHINE)], witte coating [suiker, plantaardige vetten (palmpit, palm) in wisselende verhoudingen, weipoeder (MELK), emulgator (SOJALECITHINE), natuurlijk aroma], KIPPENEIWIT, chocoladestukjes [suiker, cacaomassa, cacaoboter, emulgator (SOJALECITHINE)], glucosestroop, meloen, glucose-fructosestroop, dextrose, concentraten (radijs, appel, blauwe bes, zure kers, citroensap), natuurlijke aroma's, voedingszuur (citroenzuur).""]",['Fairtrade'],"['Melk', 'Ei', 'Glutenbevattende granen', 'Soja', 'Tarwe']",,Elvee,"Avelingen-West 3c, 4202 MS Gorinchem (NL)",https://www.plus.nl/product/elvee-meringues-zak-90-gram-656384
566516,Seizoenbonbons,7.99,24.58 ,"Bonbons van melkchocolade, witte chocolade, pure chocolade en decoratie met diverse hazelnootpraliné- en roomvullingen.",325 gram,"['suiker, cacaoboter, volle MELKPOEDER, cacaomassa, plantaardige vetten (kokos, palm), plantaardige oliën (zonnebloemolie, palm, raap), 4% HAZELNOTEN, weipoeder (MELK), MELKPOEDER, cacaopoeder, 1% ROOM, glucosestroop, magere MELKPOEDER, LACTOSE, emulgator (SOJALECITHINE), natuurlijke aroma¿s, aardbei-concentraat, invertsuikerstroop, kersenconcentraat, kleurstoffen (paprika-extract, E100, E120, E150c, E160e), aroma, zuurteregelaars (E330, E331), trehalose, kleurend levensmiddel (spirulina), verdikkingsmiddel (pectine), gemodificeerd zetmeel (E1401), 0,1% kaneelpoeder, vanille zaadjes. Gemaakt in een bedrijf waar ook ei, gluten bevattende granen en andere noten worden verwerkt.']",['Fairtrade'],"['Melk', 'Noten', 'Soja', 'Lactose', 'hazelnoten']",,Elvee,"Avelingen-West 3c, 4202 MS Gorinchem (NL)",https://www.plus.nl/product/elvee-seizoenbonbons-doos-325-gram-566516
654860,Kersenbonbons,4.49,25.66 ,Pure chocolade met fondantvulling en hele kers op alcohol.,175 gram,"['fondantsuiker, cacaomassa, suiker, 5,70% kersen, cacaoboter, 1,5% alcohol, BOTERCONCENTRAAT, emulgator (SOJALECITHINE), natuurlijk vanille-aroma. Gemaakt in een bedrijf waar ook gluten bevattende granen, ei, sesam en noten worden verwerkt.']",['Fairtrade'],"['Melk', 'Soja']",,Elvee,"Avelingen-West 3C,4202 MS Gorinchem,Nederland",https://www.plus.nl/product/elvee-kersenbonbons-zak-175-gram-654860
363521,Wensdoos Bedankt Fairtrade,5.59,50.82 ,"Bonbons van melkchocolade, witte chocolade, pure chocolade en decoratie met diverse vullingen.",110 gram,"['suiker, cacaoboter, volle MELKPOEDER, karnemelkcrème [KARNEMELK, plantaardige oliën (palmpit, palm), suiker, dextrose, emulgatoren (E433, E435, E471, E472b), aroma, stabilisator (E407), kleurstof (carotenen)], cacaomassa, geheel geharde plantaardige vetten (palm, kokos, shea), glucosestroop, weipoeder (MELK), plantaardige oliën (zonnebloem, raap, palm, kokos, koolzaad, palmpit), gecondenseerde volle MELK, geheel gehard plantaardig vet (kokos, palm), AMANDELEN, magere MELKPOEDER, water, LACTOSE, emulgatoren (SOJALECITHINE, E471), ROOM, HAZELNOTEN, PISTACHE, aroma¿s, kleurstoffen (paprika-extract, karamel, carotenen, E100, E120, E141, E171, E172), TARWEMEEL, natuurlijke aroma¿s, voedingszuren (E270, E334), zout, MELKPOEDER, mager cacaopoeder, verdikkingsmiddelen (pectine, E414, E1442), citroen-extract, natriumcaseinaat, MELKVET, conserveermiddelen (E202, E223), zuurteregelaars (citroenzuur, E331), geleerdmiddel (E331), melasse, trehalose, spirulina, gevriesdroogde framboos, BOTERCONCENTRAAT, mager YOGHURTPOEDER, rode biet concentraat, gevriesdroogde aardbei, koffie, koffie-extract, maïszetmeel, cognac, MELKEIWIT, antioxidant (E306), MOUTEXTRACT, rijsmiddel (E500), vitamine A & D3. Gemaakt in een bedrijf waar ook andere noten, pinda¿s, gluten bevattende granen, sesam, sulfiet en ei worden verwerkt.']",['Fairtrade'],"['Melk', 'Noten', 'Glutenbevattende granen', 'Soja', 'Lactose', 'amandelen', 'hazelnoten', 'pistachenoten', 'Tarwe']",,Elvee,"Avelingen-West 3c, 4202 MS Gorinchem (NL)",https://www.plus.nl/product/elvee-wensdoos-bedankt-fairtrade-doos-110-gram-363521
393325,Patisserie Pralines,4.49,25.66 ,"Ambachtelijke handwerk bonbons met verfijnde vullingen in de smaken marsepein, karamel & slagroom, praliné, mokka ganache en tiramisu chocoladecrème",175 gram,"[""suiker, cacaoboter, volle MELKpoeder, cacaomassa, geheel geharde plantaardige oliën (palm, kokos, raapzaad), AMANDELEN, HAZELNOTEN, slagroom [MELKvet, MELK, suiker, maiszetmeel, emulgator (E471), stabilisator (E407), natuurlijk vanille aroma] magere MELKpoeder, glucosestroop, emulgatoren (SOJAlecithine, E471), kleurstoffen (karamel, carotenen, paprika-extract E141, E171), weipoeder (MELK), natuurlijke aroma's (boter, mokka, vanille), plantaardige olie (zonnebloem), conserveermiddel (E202), verdikkingsmiddelen (johannesbroodpitmeel, guarpitmeel, E466), koffie, invertase, voedingszuren (citroenzuur, E270), vitamine A & D3, zout, koffie-extract, zuurteregelaar (citroenzuur), maiszetmeel, antioxidant (E300), antiklontermiddelen (E535, E551), stabilisator (E420). Gemaakt in een bedrijf waar ook noten, gluten, ei, pinda's en sesamzaad verwerkt worden. Melkchocolade: ten minste 30% cacaobestanddelen. Pure Chocolade: ten minste 50% cacaobestanddelen.""]",['UTZ'],"['Melk', 'Noten', 'Soja', 'amandelen', 'hazelnoten']",,Elvee,Avelingen-West 3C 4202 MS Gorinchem Nederland,https://www.plus.nl/product/elvee-patisserie-pralines-zak-175-gram-393325
